,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_max_features,param_n_estimators,param_random_state,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1
10,0.00959920883178711,0.0008006702488723518,0.009600019454956055,0.0011996747626850332,balanced,log2,2,42,"{'class_weight': 'balanced', 'max_features': 'log2', 'n_estimators': 2, 'random_state': 42}",0.5617529880478087,0.4820717131474104,0.5697211155378487,0.504,0.528,0.5291091633466135,0.03334418090295348,50,0.45300176808311976,0.3914990522529937,0.4440522875816993,0.4454081295830578,0.41884164030113674,0.4305605755604015,0.022668124414115236,46,0.4822628276116648,0.4073920265780731,0.45575440157688024,0.47719909019170964,0.44022072134800166,0.4525658134612659,0.0271733339388149,42,0.6245681554586053,0.5730507351086964,0.59571790039148,0.6569620421654726,0.6121703870307008,0.6124938440309909,0.028144290336271093,45,0.45842124388181693,0.39008254225645533,0.4475256716346723,0.431986509599865,0.41830649653818613,0.4292644927821991,0.023859166339201248,46
11,0.017400169372558595,0.0018548721983618437,0.009599733352661132,0.0017434497997346112,balanced,log2,4,42,"{'class_weight': 'balanced', 'max_features': 'log2', 'n_estimators': 4, 'random_state': 42}",0.6175298804780877,0.6055776892430279,0.6374501992031872,0.608,0.628,0.6193115537848606,0.012035316358936506,40,0.44616585600192166,0.45433583959899754,0.4751540689040689,0.4667603204628908,0.4482246403862426,0.4581281450708243,0.01113511454787971,40,0.43791989664082687,0.4440845330380214,0.4601506006704685,0.4864782063779418,0.44058510885206337,0.4538436691158644,0.01805207519946581,40,0.6578017280393272,0.6149032771883455,0.6732857779295958,0.7004576396877606,0.6592390970560918,0.6611375039802242,0.027734414394496955,38,0.43870784262941126,0.448531983679376,0.4653834831416572,0.4735931763648542,0.44287994891443166,0.45381928694594603,0.013421756801076812,38
12,0.03160004615783692,0.0022452481260607005,0.009399938583374023,0.0004902333441398499,balanced,log2,8,42,"{'class_weight': 'balanced', 'max_features': 'log2', 'n_estimators': 8, 'random_state': 42}",0.6613545816733067,0.6175298804780877,0.6653386454183267,0.656,0.66,0.6520446215139443,0.017513462503661592,35,0.49897200928128765,0.4574113949113949,0.4868760532712928,0.4895539053944931,0.4782589279068729,0.4822144581530683,0.014051701963604384,33,0.47069952011812477,0.443687707641196,0.43845264660695626,0.5035115814881864,0.45137863807269185,0.46154601878543106,0.023666405665677927,36,0.7001978642637443,0.6413112455640247,0.6979853050885051,0.7252944338680142,0.6592554362719009,0.6848088570112378,0.030313501198874607,35,0.4734529379967071,0.4486507936507936,0.4409201792579809,0.4954321673925944,0.4564128112515209,0.46297377790991934,0.019482891053507014,34
13,0.05879974365234375,0.001470522031058609,0.01059865951538086,0.0008002520087009269,balanced,log2,16,42,"{'class_weight': 'balanced', 'max_features': 'log2', 'n_estimators': 16, 'random_state': 42}",0.6772908366533864,0.6454183266932271,0.6892430278884463,0.696,0.696,0.6807904382470118,0.01896070302583689,25,0.5020803443328551,0.43863636363636366,0.5266182069920388,0.527442350159827,0.4693766937669377,0.49283079177760447,0.034386725281832245,30,0.46016980435585086,0.42122554448135846,0.450050551194831,0.5171343359792043,0.47393584923176907,0.46450321704860265,0.031494838270656744,28,0.6940921244297623,0.6581021690832726,0.7447080251971462,0.7499151764218115,0.6943626269631658,0.7082360244190317,0.034563804961639605,26,0.4606148989527006,0.4199709355848391,0.4532889271194042,0.5172294917337411,0.4653838898321072,0.4632976286445585,0.03129719418198171,32
14,0.12919950485229492,0.011267922967867435,0.017000102996826173,0.004647889786215698,balanced,log2,32,42,"{'class_weight': 'balanced', 'max_features': 'log2', 'n_estimators': 32, 'random_state': 42}",0.6972111553784861,0.6573705179282868,0.7091633466135459,0.708,0.692,0.6927490039840638,0.01883683944333458,18,0.5700108719286802,0.465995317480466,0.6735063640893237,0.5583206339530631,0.4921058879392213,0.5519878150781509,0.07226651751382598,10,0.4470191952750093,0.43871354743447766,0.46040873443130753,0.5179478252796733,0.46042798124680867,0.4649034567334553,0.0277837924008755,26,0.707600081076155,0.6751414011716325,0.7591059013525271,0.7562136828124846,0.712227555550352,0.7220577243926302,0.03176788934110009,22,0.45198724935023216,0.43582000916608027,0.47383160574649935,0.5228081918316542,0.4624761904761905,0.46938464931413126,0.029498582047008677,24
15,0.24939846992492676,0.018747112095178438,0.017400407791137697,0.0024975705444381198,balanced,log2,64,42,"{'class_weight': 'balanced', 'max_features': 'log2', 'n_estimators': 64, 'random_state': 42}",0.6932270916334662,0.649402390438247,0.701195219123506,0.712,0.712,0.6935649402390437,0.023187794027129314,16,0.5583107088989442,0.43140028288543136,0.6117546117546118,0.5858085808580858,0.5610437029547243,0.5496635774703595,0.06221293240549193,12,0.43868586194167586,0.4226282761166482,0.4506607884627794,0.5032574386111498,0.4767453465162698,0.4583955423297046,0.028554860540329165,38,0.7164884208595259,0.6947391406149701,0.7653479859130314,0.7618227538351872,0.7296850105764939,0.7336166623598417,0.02691749145226715,8,0.43766430879692636,0.41595954929288265,0.4623320086389311,0.5197560975609756,0.4888372244393187,0.46490983774580685,0.036676223469509155,30
16,0.36119756698608396,0.007440201071754001,0.024601030349731445,0.004270160061349964,balanced,log2,100,42,"{'class_weight': 'balanced', 'max_features': 'log2', 'n_estimators': 100, 'random_state': 42}",0.6972111553784861,0.6613545816733067,0.7051792828685259,0.716,0.712,0.6983490039840637,0.019567534559964798,11,0.5972850678733032,0.44876520776006784,0.6346846846846846,0.6013584117032392,0.5222839506172839,0.5608754645277158,0.06703781593456953,1,0.446437799926172,0.42858065706902915,0.45227865313049453,0.5052534465951818,0.47616395116743254,0.46174290157766196,0.026550656470508374,34,0.7104365215926528,0.6982389309718661,0.7650248343275717,0.7727094044578622,0.730280907505383,0.7353381197710671,0.02932551359345314,3,0.44601034374142684,0.42161106866989223,0.4569891127796804,0.5217919674060024,0.47916346695336093,0.46511319191007255,0.033862214980078055,28
17,0.7731964588165283,0.060906278004678634,0.03700113296508789,0.006694056143915272,balanced,log2,200,42,"{'class_weight': 'balanced', 'max_features': 'log2', 'n_estimators': 200, 'random_state': 42}",0.6892430278884463,0.6812749003984063,0.7131474103585658,0.724,0.708,0.7031330677290837,0.01568512439389463,4,0.5348284063880394,0.5121276167471819,0.597037037037037,0.6092053540329402,0.5189452124935996,0.5544287253397596,0.040616704080357724,6,0.44246954595791804,0.45119970468807685,0.45013659578177734,0.4965708118646428,0.4684120131829364,0.46175773429507033,0.019363816030107908,32,0.7089178743177799,0.6968102152579565,0.7520284397857031,0.7773820320775112,0.7363591262833603,0.7342995375444622,0.029066597080832434,5,0.44127270191699125,0.4548376068376068,0.45202972493345167,0.5114249059482324,0.4715744195688225,0.466227871841021,0.024598550701568637,26
18,0.01300053596496582,0.0022793073503086965,0.009999608993530274,0.0018986113735707342,balanced,,1,42,"{'class_weight': 'balanced', 'max_features': None, 'n_estimators': 1, 'random_state': 42}",0.649402390438247,0.5816733067729084,0.6095617529880478,0.54,0.572,0.5905274900398407,0.03688698621771849,45,0.49291653834308596,0.42382467302933896,0.444504987152668,0.43806186019388327,0.43207070707070705,0.4462757531579367,0.02429732835452744,44,0.449187892211148,0.42122554448135846,0.44080075809809766,0.43184793204289096,0.42880401986724226,0.4343732293401475,0.009706103231001996,47,0.595246580339191,0.578641073927192,0.5912337123823822,0.5721826792733489,0.5733322789738954,0.5821272649792019,0.009417472182782835,49,0.46137138713134834,0.42212259892282306,0.4423256482080012,0.4298464668886422,0.4300259862981337,0.4371384174897897,0.013735925221362676,44
19,0.025000238418579103,0.003286735686493579,0.010599613189697266,0.0023321343489239427,balanced,,2,42,"{'class_weight': 'balanced', 'max_features': None, 'n_estimators': 2, 'random_state': 42}",0.5737051792828686,0.5179282868525896,0.5776892430278885,0.48,0.524,0.5346645418326693,0.03676232610292892,49,0.454376026272578,0.43304761904761907,0.4838980463980464,0.45497076023391814,0.45286581853746033,0.4558316540979244,0.016238785675663118,42,0.47551679586563306,0.44429678848283505,0.5295738641831482,0.48481641368425943,0.4820045954602423,0.4832416915352236,0.027302233848857476,12,0.610201530571797,0.6169524892311388,0.6637366518036546,0.6483523032719536,0.6303842229530762,0.6339254395663241,0.01980044387180846,43,0.46010047224104733,0.42525597269624577,0.48417523021486725,0.4311496384468308,0.44787282873915873,0.44971082846762994,0.02117392582551833,42
20,0.04619894027709961,0.0037090166678071254,0.011600399017333984,0.0013569444799912025,balanced,,4,42,"{'class_weight': 'balanced', 'max_features': None, 'n_estimators': 4, 'random_state': 42}",0.6254980079681275,0.6095617529880478,0.6653386454183267,0.612,0.604,0.6232796812749004,0.022185564290070306,39,0.46769515887162944,0.46499153020892153,0.511164274322169,0.5062698412698413,0.44658008658008663,0.47934017825052966,0.025110530158972556,35,0.44765596160945,0.4708840900701366,0.5097926665104278,0.5144049111080166,0.46488882699716844,0.4815252912590398,0.02614288622860081,13,0.641771862870965,0.6577368491098109,0.6940037496257373,0.7012017533957476,0.6700548746372098,0.6729538179278942,0.022150935944403562,37,0.45392663751184203,0.4674893465235324,0.5100537540855843,0.5070199850127514,0.4545865181154726,0.47861524824983653,0.024923490048628875,16
21,0.08639883995056152,0.008261295960752714,0.011000680923461913,0.0016729717320843175,balanced,,8,42,"{'class_weight': 'balanced', 'max_features': None, 'n_estimators': 8, 'random_state': 42}",0.6613545816733067,0.6613545816733067,0.6772908366533864,0.66,0.684,0.6688000000000001,0.009914058857939173,31,0.5140074284811127,0.4803361053361053,0.5131967688668719,0.530084604963832,0.5170093836153477,0.5109268582526539,0.01645875417501459,26,0.4833979328165374,0.4758859357696567,0.47973253719447095,0.5383570069163998,0.4984716613285058,0.4951690148051141,0.022911964062281177,2,0.6464586918719912,0.6766559974478111,0.7094329366185611,0.7242592859303699,0.6873234786589225,0.6888260781055312,0.02692775118389413,34,0.49195763500931106,0.4753676910405809,0.48695963931420994,0.5339095831448736,0.5024341018966576,0.4981257300811267,0.01989824881033341,2
22,0.1567995071411133,0.004261925333884241,0.00999913215637207,0.0006331638102502266,balanced,,16,42,"{'class_weight': 'balanced', 'max_features': None, 'n_estimators': 16, 'random_state': 42}",0.6812749003984063,0.6533864541832669,0.6852589641434262,0.664,0.704,0.67758406374502,0.017552089082991867,28,0.502053225933823,0.4691228070175439,0.5032499018217083,0.5190543071161048,0.5297887172887172,0.5046537918355793,0.02054421597530233,27,0.47368955334071616,0.45461424880029533,0.47145640652897275,0.5040732488511349,0.5142076312491296,0.48360821775404983,0.022099041877570395,11,0.6814153748703532,0.6592892187224437,0.7151253056282121,0.7380682101160888,0.726820657653885,0.7041437533981966,0.029374184962615082,30,0.4732027489051262,0.45735640499801455,0.4755632250023967,0.509937333876569,0.5159577301855488,0.486403488593531,0.022639783472182522,9
23,0.3361987590789795,0.017104695710856734,0.014199542999267577,0.003187523022345579,balanced,,32,42,"{'class_weight': 'balanced', 'max_features': None, 'n_estimators': 32, 'random_state': 42}",0.6812749003984063,0.6533864541832669,0.7131474103585658,0.72,0.692,0.6919617529880477,0.023821164256639545,20,0.5177633129947296,0.4529576703489748,0.5652461505096508,0.6093620533906488,0.4923506420993858,0.5275359658686779,0.05479598624056013,18,0.4569675156884459,0.4367294204503507,0.4850503191008793,0.5798089866778072,0.4897890265979668,0.48966905370309,0.04902764521566467,4,0.6944642559374854,0.689353288581113,0.728049233068937,0.7502458785963867,0.7273478623302757,0.7178921037028395,0.022815229201176093,24,0.4629030539973937,0.43839626614746235,0.4913069596058886,0.5908158861422863,0.48423391415713474,0.4935312160100331,0.052026226435630096,4
24,0.7409960746765136,0.0154005291785295,0.0238006591796875,0.0007483412448298349,balanced,,64,42,"{'class_weight': 'balanced', 'max_features': None, 'n_estimators': 64, 'random_state': 42}",0.6892430278884463,0.6693227091633466,0.7171314741035857,0.696,0.7,0.6943394422310757,0.015531171596312657,14,0.5082673970379387,0.45236602477981785,0.57984496124031,0.5495614035087719,0.5017372066877017,0.5183553986509081,0.0435598682073139,23,0.4540051679586563,0.43831672203765226,0.4812903970844471,0.5079480573736249,0.4937810425660307,0.4750682774040822,0.02555110050675045,18,0.7041776125187252,0.6838249390940399,0.7309931963264055,0.7567095824814706,0.7351419094604318,0.7221694479762146,0.02542900583228813,21,0.45110636952742217,0.4341350804111479,0.48891548242333577,0.5201585380987838,0.4887095315075067,0.47660500039363923,0.03049213855174585,18
25,1.0025957584381104,0.07523983248265283,0.02219982147216797,0.004621600767729802,balanced,,100,42,"{'class_weight': 'balanced', 'max_features': None, 'n_estimators': 100, 'random_state': 42}",0.6892430278884463,0.6573705179282868,0.7051792828685259,0.708,0.688,0.6895585657370518,0.018014951648040147,24,0.5200546168288104,0.4612227805695142,0.5571604938271605,0.5773524720893142,0.468954248366013,0.5169489223361625,0.04622574228400514,24,0.44246954595791804,0.43871354743447766,0.4637905131314229,0.5127732906280462,0.4756997632641693,0.46668933208320684,0.02676775979872563,25,0.7072183920606986,0.681854759831087,0.7478706041145328,0.767981433295167,0.7350037489994145,0.72798578766018,0.03034358523673712,17,0.44135580731325413,0.4407689978807145,0.4711001894230277,0.5285072444286941,0.46687903291676874,0.4697222543924918,0.03196436781605656,23
26,1.8455916881561278,0.28910316127176144,0.024600505828857422,0.0045867532063730105,balanced,,200,42,"{'class_weight': 'balanced', 'max_features': None, 'n_estimators': 200, 'random_state': 42}",0.6892430278884463,0.6653386454183267,0.7211155378486056,0.724,0.704,0.7007394422310756,0.021689877892766645,8,0.5240117793634613,0.47956448911222777,0.6027658186562296,0.6067156862745099,0.4787000439174352,0.5383515634647729,0.056643980903049555,16,0.4367017349575489,0.44903100775193794,0.4717745450675506,0.5265132525646382,0.4836837952002971,0.47354086710839455,0.031208740340023616,19,0.7149071098670748,0.6799077332058396,0.7505818524918088,0.7689814994158035,0.732061523896477,0.7292879437754007,0.03060037658030224,14,0.4334760081099347,0.45369663941871025,0.47832215787869553,0.5430806704648666,0.474481658692185,0.4766114269128785,0.036909008907563594,17
27,0.005999612808227539,0.0010954529636251398,0.008200120925903321,0.0014687114046506872,,sqrt,1,42,"{'class_weight': None, 'max_features': 'sqrt', 'n_estimators': 1, 'random_state': 42}",0.5577689243027888,0.5856573705179283,0.6135458167330677,0.588,0.532,0.575394422310757,0.027976746268508632,47,0.3718693078324226,0.44484264081541447,0.4440566491383188,0.4407940803160824,0.34703847352741285,0.40972023032593025,0.041808737119458816,53,0.36027131782945737,0.4480251015134737,0.4370408360816654,0.45289305110708816,0.34204033792879357,0.4080541288920957,0.04709448889581303,53,0.5227845538016039,0.5891535284480343,0.5913531408735555,0.5981974353348363,0.5147046376881531,0.5632386592292365,0.03654095358486954,53,0.3634098065677014,0.44626782994045144,0.43995752024425855,0.4456109865093317,0.3440128919479952,0.4078518070419476,0.04468293131866641,53
28,0.0089996337890625,0.0006322591079670223,0.007600116729736328,0.0004894343187334661,,sqrt,2,42,"{'class_weight': None, 'max_features': 'sqrt', 'n_estimators': 2, 'random_state': 42}",0.4900398406374502,0.5338645418326693,0.545816733067729,0.492,0.472,0.5067442231075697,0.02816296245227106,53,0.37073906485671193,0.46225071225071224,0.4485817718900426,0.4075986025138567,0.3759392076502732,0.4130218718323194,0.03709543589103738,51,0.3796142488002953,0.5047249907715025,0.4898257936764021,0.4170821148400872,0.37832242491760665,0.4339139146011787,0.05378201120197273,48,0.5390651353719735,0.6441648538489059,0.6373879437524694,0.6019087076563255,0.5429337822997238,0.5930920845858796,0.04490668162191094,47,0.36744639376218324,0.4603559518631289,0.4510606973164692,0.3941874505254787,0.3677987616232288,0.4081698510180978,0.04011669520520621,51
29,0.015999507904052735,7.893059424041199e-07,0.009200191497802735,0.0003996629806799842,,sqrt,4,42,"{'class_weight': None, 'max_features': 'sqrt', 'n_estimators': 4, 'random_state': 42}",0.601593625498008,0.6294820717131474,0.649402390438247,0.608,0.636,0.6248956175298805,0.017739050226940594,37,0.4024112088628218,0.4933722163308589,0.4913891825229035,0.4657879421053133,0.47726311919860304,0.4660447338041001,0.03335948438270237,38,0.3872831303063861,0.4992709486895533,0.48916234462442104,0.4755477417258507,0.465333286914543,0.4633194904521508,0.039737825886140374,30,0.6121319353704449,0.6570985214795577,0.6807841989940074,0.6897261689584776,0.6436627174372737,0.6566807084479522,0.027666646190860206,40,0.3907810183326294,0.49610760979832774,0.48910830886762385,0.46935336318551685,0.4695139275945263,0.4629728455557248,0.03761949420503199,36
30,0.03039975166320801,0.001200294617759423,0.008599948883056641,0.0004901361437388211,,sqrt,8,42,"{'class_weight': None, 'max_features': 'sqrt', 'n_estimators': 8, 'random_state': 42}",0.6374501992031872,0.6772908366533864,0.6653386454183267,0.66,0.676,0.6632159362549801,0.014423983174367428,32,0.42073170731707316,0.525577420738711,0.5024731854628762,0.5075757575757576,0.5292194653109745,0.49711550728107845,0.039530623793518155,28,0.39879106681432264,0.498265042451089,0.467988583241911,0.48882119481966296,0.4962238314069536,0.4700179437467879,0.0371903097211858,20,0.6531602183980185,0.6735079410547152,0.6980993893847215,0.7329371305242344,0.699139908564497,0.6913689175852373,0.02687944588189431,32,0.39766225019751067,0.5075384956242385,0.47658924639534056,0.4906337842934061,0.5051392831606395,0.4755126119342271,0.0404818099691714,19
31,0.05779886245727539,0.001469256593536362,0.010600805282592773,0.0004904661570959547,,sqrt,16,42,"{'class_weight': None, 'max_features': 'sqrt', 'n_estimators': 16, 'random_state': 42}",0.6693227091633466,0.6812749003984063,0.6533864541832669,0.676,0.688,0.673596812749004,0.011822915856243744,29,0.45276220145379026,0.5177792196226607,0.4604747386759582,0.46849926849926854,0.4910194475411867,0.4781069751585729,0.023605847871351043,36,0.4204318936877076,0.47024732373569583,0.43746426602269084,0.4651186000092838,0.46476929861207816,0.45160627641349127,0.019365821871811784,45,0.6725781727487522,0.7015170363848388,0.6942003305382403,0.7582862408366969,0.697776065847275,0.7048715692711606,0.028535819571991902,28,0.4170911215875799,0.4794472921243295,0.43521016617790814,0.46037340445799196,0.46438922851736625,0.4513022425730352,0.022248841385937784,40
