,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svm__C,param_svm__class_weight,param_svm__degree,param_svm__kernel,param_svm__probability,param_svm__random_state,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1
0,0.17439684867858887,0.020866494282376222,0.037600231170654294,0.005351334737464411,1.0,,3,rbf,True,42,"{'svm__C': 1.0, 'svm__class_weight': None, 'svm__degree': 3, 'svm__kernel': 'rbf', 'svm__probability': True, 'svm__random_state': 42}",0.701195219123506,0.701195219123506,0.7131474103585658,0.708,0.74,0.7127075697211156,0.014368715012539194,13,0.45187590187590193,0.40950226244343896,0.4659917956861188,0.4348574237954769,0.5152521729502297,0.4554959113502333,0.03531413814693215,59,0.424187892211148,0.4357235142118863,0.44362437914867936,0.4338764331801513,0.49589193705612034,0.44666083116159705,0.025381176282046312,55,0.7155389088244283,0.6597196271898885,0.6901740898619093,0.7141837125699331,0.6823325036191186,0.6923897684130556,0.020900979105379715,40,0.4099136730715678,0.4129074667511827,0.4299404299404299,0.4158089957337992,0.4881562881562882,0.4313453707306536,0.029223644923643058,59
1,0.13420000076293945,0.008976328564634943,0.015399026870727538,0.0019589831533383924,1.0,,3,linear,True,42,"{'svm__C': 1.0, 'svm__class_weight': None, 'svm__degree': 3, 'svm__kernel': 'linear', 'svm__probability': True, 'svm__random_state': 42}",0.7131474103585658,0.701195219123506,0.7171314741035857,0.724,0.748,0.7206948207171315,0.015533140894748037,9,0.4549434123425155,0.4109062980030722,0.4594301994301994,0.45656565656565656,0.5136363636363637,0.45909638599556146,0.03262102682259554,54,0.4589793281653747,0.4472591362126246,0.4571322471336397,0.4706401151186,0.5113958130251125,0.46908132793107027,0.022423132915969462,33,0.7232786221272017,0.6630491989707537,0.719433560828536,0.7028506293591453,0.7080313195025902,0.7033286661576454,0.02145762018524444,30,0.44352388842861085,0.4225108225108225,0.44146209208321013,0.45258574917702027,0.499970502519085,0.4520106109437497,0.025899865678002558,36
2,0.14739818572998048,0.018434874066666895,0.014600038528442383,0.003720242776454619,1.0,,3,poly,True,42,"{'svm__C': 1.0, 'svm__class_weight': None, 'svm__degree': 3, 'svm__kernel': 'poly', 'svm__probability': True, 'svm__random_state': 42}",0.6932270916334662,0.6932270916334662,0.6932270916334662,0.708,0.708,0.6991362549800797,0.007237217502980056,21,0.43478260869565216,0.4438123331928641,0.4548463356973995,0.7751322751322752,0.48478260869565215,0.5186712322827687,0.1293332738876676,19,0.4144518272425249,0.42021963824289404,0.4048646892261987,0.42294596852806016,0.43963236318061555,0.4204228972840586,0.011429105810899332,90,0.6999061510731579,0.6501292940811126,0.6970542435249012,0.7262352205134599,0.7173537553812022,0.6981357329147667,0.026335663120851362,35,0.398340910903725,0.40783629441624364,0.38691599473894894,0.41286065138433736,0.43077046099716126,0.4073448624880832,0.01468219247688615,77
3,0.10439906120300294,0.01289404053728593,0.015999555587768555,0.002097670433174535,1.0,,3,sigmoid,True,42,"{'svm__C': 1.0, 'svm__class_weight': None, 'svm__degree': 3, 'svm__kernel': 'sigmoid', 'svm__probability': True, 'svm__random_state': 42}",0.5577689243027888,0.5776892430278885,0.649402390438247,0.692,0.664,0.6281721115537848,0.051601338093562474,42,0.3317482681695432,0.4191955396256471,0.4478184991273997,0.5298687781123378,0.39947154471544716,0.42562052595007493,0.0646490503283081,73,0.3815983757844223,0.4451734957548911,0.44735826135590423,0.5157197233440097,0.440699995358121,0.44610997031946964,0.04251815280511603,59,0.6610640603820587,0.6584206163257407,0.6970697985162816,0.6999032055635857,0.6723240126446425,0.6777563386864618,0.017581273693895304,44,0.3508941777598495,0.40894594602773965,0.4365099518730804,0.5099178981937603,0.4178236235456943,0.4248183194800249,0.05127234986726613,70
4,0.16959872245788574,0.005712490023245003,0.03340020179748535,0.003006615928038038,1.0,,4,rbf,True,42,"{'svm__C': 1.0, 'svm__class_weight': None, 'svm__degree': 4, 'svm__kernel': 'rbf', 'svm__probability': True, 'svm__random_state': 42}",0.701195219123506,0.701195219123506,0.7131474103585658,0.708,0.74,0.7127075697211156,0.014368715012539194,13,0.45187590187590193,0.40950226244343896,0.4659917956861188,0.4348574237954769,0.5152521729502297,0.4554959113502333,0.03531413814693215,59,0.424187892211148,0.4357235142118863,0.44362437914867936,0.4338764331801513,0.49589193705612034,0.44666083116159705,0.025381176282046312,55,0.7155389088244283,0.6597196271898885,0.6901740898619093,0.7141837125699331,0.6823325036191186,0.6923897684130556,0.020900979105379715,40,0.4099136730715678,0.4129074667511827,0.4299404299404299,0.4158089957337992,0.4881562881562882,0.4313453707306536,0.029223644923643058,59
5,0.13199915885925292,0.009938954633392972,0.013999843597412109,0.001789737931624044,1.0,,4,linear,True,42,"{'svm__C': 1.0, 'svm__class_weight': None, 'svm__degree': 4, 'svm__kernel': 'linear', 'svm__probability': True, 'svm__random_state': 42}",0.7131474103585658,0.701195219123506,0.7171314741035857,0.724,0.748,0.7206948207171315,0.015533140894748037,9,0.4549434123425155,0.4109062980030722,0.4594301994301994,0.45656565656565656,0.5136363636363637,0.45909638599556146,0.03262102682259554,54,0.4589793281653747,0.4472591362126246,0.4571322471336397,0.4706401151186,0.5113958130251125,0.46908132793107027,0.022423132915969462,33,0.7232786221272017,0.6630491989707537,0.719433560828536,0.7028506293591453,0.7080313195025902,0.7033286661576454,0.02145762018524444,30,0.44352388842861085,0.4225108225108225,0.44146209208321013,0.45258574917702027,0.499970502519085,0.4520106109437497,0.025899865678002558,36
6,0.17959814071655272,0.008685361910527602,0.014800405502319336,0.002135577999464129,1.0,,4,poly,True,42,"{'svm__C': 1.0, 'svm__class_weight': None, 'svm__degree': 4, 'svm__kernel': 'poly', 'svm__probability': True, 'svm__random_state': 42}",0.6733067729083665,0.6653386454183267,0.6653386454183267,0.684,0.688,0.675196812749004,0.009373973398710172,27,0.40927441352973265,0.40746474028207774,0.37278368794326244,0.5115440115440115,0.4730852832118655,0.43483042730219,0.05019999310556236,71,0.3756921373200443,0.38325950535252856,0.3736248433365827,0.39370213062247594,0.38936081325720656,0.38312788597776765,0.00769778583071447,96,0.6165238685877507,0.5596706837329418,0.656895005146149,0.6537238040208436,0.6686070804685896,0.631084088391255,0.03974571536045305,86,0.3513234077750207,0.36599326599326604,0.34443601203024427,0.3772561401145789,0.36939249480503605,0.3616802641436292,0.012044227694477477,96
7,0.11299901008605957,0.015401612788992635,0.017199182510375978,0.002784794505374498,1.0,,4,sigmoid,True,42,"{'svm__C': 1.0, 'svm__class_weight': None, 'svm__degree': 4, 'svm__kernel': 'sigmoid', 'svm__probability': True, 'svm__random_state': 42}",0.5577689243027888,0.5776892430278885,0.649402390438247,0.692,0.664,0.6281721115537848,0.051601338093562474,42,0.3317482681695432,0.4191955396256471,0.4478184991273997,0.5298687781123378,0.39947154471544716,0.42562052595007493,0.0646490503283081,73,0.3815983757844223,0.4451734957548911,0.44735826135590423,0.5157197233440097,0.440699995358121,0.44610997031946964,0.04251815280511603,59,0.6610640603820587,0.6584206163257407,0.6970697985162816,0.6999032055635857,0.6723240126446425,0.6777563386864618,0.017581273693895304,44,0.3508941777598495,0.40894594602773965,0.4365099518730804,0.5099178981937603,0.4178236235456943,0.4248183194800249,0.05127234986726613,70
8,0.19359793663024902,0.015015150901548207,0.038199663162231445,0.004214247979397269,1.0,,5,rbf,True,42,"{'svm__C': 1.0, 'svm__class_weight': None, 'svm__degree': 5, 'svm__kernel': 'rbf', 'svm__probability': True, 'svm__random_state': 42}",0.701195219123506,0.701195219123506,0.7131474103585658,0.708,0.74,0.7127075697211156,0.014368715012539194,13,0.45187590187590193,0.40950226244343896,0.4659917956861188,0.4348574237954769,0.5152521729502297,0.4554959113502333,0.03531413814693215,59,0.424187892211148,0.4357235142118863,0.44362437914867936,0.4338764331801513,0.49589193705612034,0.44666083116159705,0.025381176282046312,55,0.7155389088244283,0.6597196271898885,0.6901740898619093,0.7141837125699331,0.6823325036191186,0.6923897684130556,0.020900979105379715,40,0.4099136730715678,0.4129074667511827,0.4299404299404299,0.4158089957337992,0.4881562881562882,0.4313453707306536,0.029223644923643058,59
9,0.13419928550720214,0.013790107779629057,0.015200185775756835,0.0019391185621445701,1.0,,5,linear,True,42,"{'svm__C': 1.0, 'svm__class_weight': None, 'svm__degree': 5, 'svm__kernel': 'linear', 'svm__probability': True, 'svm__random_state': 42}",0.7131474103585658,0.701195219123506,0.7171314741035857,0.724,0.748,0.7206948207171315,0.015533140894748037,9,0.4549434123425155,0.4109062980030722,0.4594301994301994,0.45656565656565656,0.5136363636363637,0.45909638599556146,0.03262102682259554,54,0.4589793281653747,0.4472591362126246,0.4571322471336397,0.4706401151186,0.5113958130251125,0.46908132793107027,0.022423132915969462,33,0.7232786221272017,0.6630491989707537,0.719433560828536,0.7028506293591453,0.7080313195025902,0.7033286661576454,0.02145762018524444,30,0.44352388842861085,0.4225108225108225,0.44146209208321013,0.45258574917702027,0.499970502519085,0.4520106109437497,0.025899865678002558,36
